Name,Win %,patch
EzrealEzreal,50.59%,12.18
FiddlesticksFiddlesticks,50.70%,12.18
FioraFiora,53.19%,12.18
FizzFizz,28.00%,12.18
GalioGalio,50.00%,12.18
GangplankGangplank,44.12%,12.18
GarenGaren,63.41%,12.18
GnarGnar,44.12%,12.18
GragasGragas,49.47%,12.18
GravesGraves,49.30%,12.18
GwenGwen,54.55%,12.18
HecarimHecarim,49.15%,12.18
HeimerdingerHeimerdinger,55.56%,12.18
HeimerdingerHeimerdinger,53.00%,12.18
HeimerdingerHeimerdinger,51.61%,12.18
IllaoiIllaoi,53.75%,12.18
IreliaIrelia,53.91%,12.18
IreliaIrelia,52.38%,12.18
IvernIvern,65.22%,12.18
JannaJanna,56.55%,12.18
Jarvan IVJarvan IV,45.13%,12.18
JaxJax,55.08%,12.18
JayceJayce,47.83%,12.18
JhinJhin,54.05%,12.18
JinxJinx,49.71%,12.18
Kai'SaKai'Sa,51.42%,12.18
KalistaKalista,50.22%,12.18
KarmaKarma,49.32%,12.18
KarthusKarthus,62.32%,12.18
KarthusKarthus,53.13%,12.18
KarthusKarthus,46.32%,12.18
KassadinKassadin,50.57%,12.18
KatarinaKatarina,53.72%,12.18
KayleKayle,67.74%,12.18
KayleKayle,58.82%,12.18
KaynKayn,53.41%,12.18
KennenKennen,61.11%,12.18
Kha'ZixKha'Zix,55.24%,12.18
KindredKindred,58.00%,12.18
KledKled,51.28%,12.18
Kog'MawKog'Maw,40.48%,12.18
LeBlancLeBlanc,53.42%,12.18
Lee SinLee Sin,55.20%,12.18
LeonaLeona,55.94%,12.18
LilliaLillia,47.17%,12.18
LissandraLissandra,43.66%,12.18
LucianLucian,55.65%,12.18
LucianLucian,37.50%,12.18
LuluLulu,53.91%,12.18
LuxLux,45.45%,12.18
LuxLux,39.45%,12.18
MalphiteMalphite,39.53%,12.18
MalzaharMalzahar,51.85%,12.18
MaokaiMaokai,50.00%,12.18
MaokaiMaokai,53.28%,12.18
MaokaiMaokai,50.39%,12.18
Master YiMaster Yi,51.69%,12.18
Miss FortuneMiss Fortune,55.03%,12.18
MordekaiserMordekaiser,47.37%,12.18
MordekaiserMordekaiser,31.82%,12.18
MorganaMorgana,56.58%,12.18
MorganaMorgana,30.00%,12.18
NamiNami,58.78%,12.18
NasusNasus,52.94%,12.18
NautilusNautilus,53.67%,12.18
NeekoNeeko,66.67%,12.18
NidaleeNidalee,51.89%,12.18
NilahNilah,52.78%,12.18
NocturneNocturne,49.18%,12.18
NunuNunu,51.22%,12.18
OlafOlaf,60.00%,12.18
OlafOlaf,43.55%,12.18
OriannaOrianna,48.48%,12.18
OrnnOrnn,52.33%,12.18
PantheonPantheon,50.00%,12.18
PoppyPoppy,53.49%,12.18
PoppyPoppy,56.96%,12.18
PykePyke,47.41%,12.18
QiyanaQiyana,45.05%,12.18
QiyanaQiyana,44.44%,12.18
QuinnQuinn,50.00%,12.18
RakanRakan,47.93%,12.18
RammusRammus,55.36%,12.18
Rek'SaiRek'Sai,58.75%,12.18
RellRell,58.59%,12.18
Renata GlascRenata Glasc,57.14%,12.18
RenektonRenekton,46.32%,12.18
RenektonRenekton,51.72%,12.18
RengarRengar,52.63%,12.18
RengarRengar,52.22%,12.18
RivenRiven,59.21%,12.18
RumbleRumble,56.25%,12.18
RumbleRumble,52.17%,12.18
RyzeRyze,56.94%,12.18
SamiraSamira,50.82%,12.18
SejuaniSejuani,47.95%,12.18
SejuaniSejuani,42.72%,12.18
SennaSenna,52.58%,12.18
SeraphineSeraphine,54.21%,12.18
SeraphineSeraphine,41.38%,12.18
SeraphineSeraphine,40.74%,12.18
SettSett,55.14%,12.18
SettSett,43.75%,12.18
SettSett,56.25%,12.18
ShacoShaco,47.30%,12.18
ShenShen,51.46%,12.18
ShyvanaShyvana,50.00%,12.18
SingedSinged,56.25%,12.18
SingedSinged,45.61%,12.18
SionSion,50.00%,12.18
SivirSivir,54.94%,12.18
SkarnerSkarner,0.00%,12.18
SonaSona,46.67%,12.18
SorakaSoraka,49.70%,12.18
SwainSwain,57.81%,12.18
SwainSwain,46.94%,12.18
SylasSylas,54.94%,12.18
SyndraSyndra,47.06%,12.18
Tahm KenchTahm Kench,40.91%,12.18
Tahm KenchTahm Kench,38.10%,12.18
TaliyahTaliyah,59.48%,12.18
TaliyahTaliyah,47.66%,12.18
TalonTalon,47.37%,12.18
TalonTalon,44.44%,12.18
TaricTaric,56.82%,12.18
TeemoTeemo,43.59%,12.18
ThreshThresh,47.64%,12.18
TristanaTristana,54.40%,12.18
TristanaTristana,48.84%,12.18
TrundleTrundle,62.96%,12.18
TrundleTrundle,47.25%,12.18
TryndamereTryndamere,56.57%,12.18
Twisted FateTwisted Fate,46.30%,12.18
TwitchTwitch,49.68%,12.18
UdyrUdyr,50.63%,12.18
UdyrUdyr,38.14%,12.18
UrgotUrgot,55.26%,12.18
VarusVarus,51.92%,12.18
VarusVarus,31.43%,12.18
VayneVayne,60.98%,12.18
VayneVayne,55.69%,12.18
VeigarVeigar,47.92%,12.18
Vel'KozVel'Koz,0.00%,12.18
VexVex,58.02%,12.18
ViVi,45.45%,12.18
ViegoViego,49.32%,12.18
ViktorViktor,52.25%,12.18
VladimirVladimir,60.83%,12.18
VladimirVladimir,58.49%,12.18
VolibearVolibear,0.00%,12.18
WarwickWarwick,42.86%,12.18
WukongWukong,48.44%,12.18
WukongWukong,39.53%,12.18
XayahXayah,42.31%,12.18
XerathXerath,50.00%,12.18
XerathXerath,54.05%,12.18
Xin ZhaoXin Zhao,65.85%,12.18
YasuoYasuo,45.40%,12.18
YasuoYasuo,43.84%,12.18
YasuoYasuo,52.48%,12.18
YoneYone,51.22%,12.18
YoneYone,48.95%,12.18
YorickYorick,48.84%,12.18
YuumiYuumi,50.88%,12.18
ZacZac,58.82%,12.18
ZacZac,61.11%,12.18
ZacZac,40.00%,12.18
ZedZed,55.84%,12.18
ZedZed,51.28%,12.18
ZeriZeri,52.08%,12.18
ZiggsZiggs,60.87%,12.18
ZileanZilean,54.84%,12.18
ZileanZilean,47.83%,12.18
ZoeZoe,47.12%,12.18
ZyraZyra,52.17%,12.18
AatroxAatrox,52.52%,12.17
AhriAhri,51.16%,12.17
AkaliAkali,47.49%,12.17
AkaliAkali,37.88%,12.17
AkshanAkshan,58.33%,12.17
AkshanAkshan,48.00%,12.17
AlistarAlistar,58.00%,12.17
AmumuAmumu,52.33%,12.17
AniviaAnivia,54.63%,12.17
AnnieAnnie,51.35%,12.17
ApheliosAphelios,47.45%,12.17
AsheAshe,55.81%,12.17
AsheAshe,52.26%,12.17
Aurelion SolAurelion Sol,50.00%,12.17
AzirAzir,45.56%,12.17
BardBard,54.95%,12.17
Bel'VethBel'Veth,60.74%,12.17
BlitzcrankBlitzcrank,51.43%,12.17
BrandBrand,45.83%,12.17
BraumBraum,63.49%,12.17
CaitlynCaitlyn,50.33%,12.17
CamilleCamille,55.50%,12.17
CassiopeiaCassiopeia,43.75%,12.17
Cho'GathCho'Gath,57.14%,12.17
Cho'GathCho'Gath,43.48%,12.17
CorkiCorki,42.11%,12.17
DariusDarius,50.00%,12.17
DianaDiana,51.40%,12.17
DianaDiana,51.56%,12.17
Dr. MundoDr. Mundo,46.88%,12.17
DravenDraven,56.68%,12.17
EkkoEkko,51.43%,12.17
EkkoEkko,40.43%,12.17
EliseElise,50.00%,12.17
EvelynnEvelynn,49.28%,12.17
EzrealEzreal,45.97%,12.17
FiddlesticksFiddlesticks,56.52%,12.17
FioraFiora,53.87%,12.17
FizzFizz,54.55%,12.17
GalioGalio,64.29%,12.17
GangplankGangplank,49.01%,12.17
GarenGaren,64.00%,12.17
GnarGnar,50.00%,12.17
GragasGragas,51.43%,12.17
GravesGraves,47.75%,12.17
GwenGwen,68.29%,12.17
HecarimHecarim,55.31%,12.17
HeimerdingerHeimerdinger,46.67%,12.17
HeimerdingerHeimerdinger,51.67%,12.17
IllaoiIllaoi,51.09%,12.17
IreliaIrelia,50.00%,12.17
IreliaIrelia,49.61%,12.17
IvernIvern,60.00%,12.17
JannaJanna,55.31%,12.17
Jarvan IVJarvan IV,50.69%,12.17
JaxJax,55.61%,12.17
JayceJayce,46.43%,12.17
JhinJhin,50.83%,12.17
JinxJinx,51.69%,12.17
Kai'SaKai'Sa,51.37%,12.17
KalistaKalista,51.53%,12.17
KarmaKarma,53.75%,12.17
KarmaKarma,45.95%,12.17
KarthusKarthus,44.93%,12.17
KarthusKarthus,55.36%,12.17
KarthusKarthus,45.71%,12.17
KassadinKassadin,47.01%,12.17
KatarinaKatarina,50.64%,12.17
KayleKayle,52.00%,12.17
KayleKayle,39.02%,12.17
KaynKayn,55.04%,12.17
KennenKennen,46.91%,12.17
Kha'ZixKha'Zix,51.40%,12.17
KindredKindred,51.36%,12.17
KledKled,54.78%,12.17
Kog'MawKog'Maw,55.26%,12.17
LeBlancLeBlanc,47.62%,12.17
Lee SinLee Sin,45.30%,12.17
LeonaLeona,55.70%,12.17
LilliaLillia,63.64%,12.17
LilliaLillia,45.54%,12.17
LissandraLissandra,52.27%,12.17
LucianLucian,53.89%,12.17
LucianLucian,33.33%,12.17
LuluLulu,50.36%,12.17
LuxLux,51.06%,12.17
LuxLux,50.54%,12.17
MalphiteMalphite,47.46%,12.17
MalzaharMalzahar,40.91%,12.17
MaokaiMaokai,57.89%,12.17
MaokaiMaokai,57.14%,12.17
MaokaiMaokai,49.21%,12.17
Master YiMaster Yi,49.59%,12.17
Miss FortuneMiss Fortune,55.67%,12.17
MordekaiserMordekaiser,80.95%,12.17
MordekaiserMordekaiser,50.52%,12.17
MorganaMorgana,52.63%,12.17
NamiNami,50.00%,12.17
NasusNasus,50.00%,12.17
NautilusNautilus,54.74%,12.17
NeekoNeeko,62.16%,12.17
NidaleeNidalee,52.12%,12.17
NilahNilah,51.18%,12.17
NocturneNocturne,62.50%,12.17
NocturneNocturne,50.00%,12.17
NunuNunu,51.28%,12.17
OlafOlaf,63.64%,12.17
OlafOlaf,52.53%,12.17
OriannaOrianna,48.84%,12.17
OrnnOrnn,55.10%,12.17
PantheonPantheon,60.98%,12.17
PantheonPantheon,46.15%,12.17
PantheonPantheon,48.00%,12.17
PantheonPantheon,43.48%,12.17
PoppyPoppy,43.24%,12.17
PoppyPoppy,47.06%,12.17
PykePyke,50.00%,12.17
QiyanaQiyana,50.00%,12.17
QiyanaQiyana,43.90%,12.17
QuinnQuinn,45.71%,12.17
RakanRakan,56.81%,12.17
RammusRammus,52.38%,12.17
Rek'SaiRek'Sai,54.93%,12.17
RellRell,55.56%,12.17
Renata GlascRenata Glasc,53.19%,12.17
RenektonRenekton,52.68%,12.17
RenektonRenekton,60.53%,12.17
RengarRengar,47.32%,12.17
RengarRengar,48.65%,12.17
RivenRiven,51.11%,12.17
RumbleRumble,69.77%,12.17
RumbleRumble,44.12%,12.17
RyzeRyze,43.10%,12.17
SamiraSamira,50.23%,12.17
SejuaniSejuani,62.50%,12.17
SejuaniSejuani,51.46%,12.17
SennaSenna,51.53%,12.17
SeraphineSeraphine,56.76%,12.17
SeraphineSeraphine,44.44%,12.17
SeraphineSeraphine,47.57%,12.17
SettSett,58.20%,12.17
SettSett,54.17%,12.17
SettSett,47.83%,12.17
ShacoShaco,43.75%,12.17
ShenShen,59.29%,12.17
ShyvanaShyvana,40.43%,12.17
ShyvanaShyvana,44.00%,12.17
SingedSinged,68.97%,12.17
SingedSinged,74.07%,12.17
SionSion,55.38%,12.17
SivirSivir,51.15%,12.17
SkarnerSkarner,51.61%,12.17
SonaSona,47.92%,12.17
SorakaSoraka,55.70%,12.17
SwainSwain,54.10%,12.17
SwainSwain,60.00%,12.17
SwainSwain,45.71%,12.17
SylasSylas,46.36%,12.17
SyndraSyndra,39.66%,12.17
Tahm KenchTahm Kench,47.62%,12.17
Tahm KenchTahm Kench,48.28%,12.17
TaliyahTaliyah,54.67%,12.17
TaliyahTaliyah,61.96%,12.17
TalonTalon,57.26%,12.17
TalonTalon,50.52%,12.17
TaricTaric,57.78%,12.17
TeemoTeemo,56.67%,12.17
ThreshThresh,42.57%,12.17
TristanaTristana,60.38%,12.17
TristanaTristana,47.85%,12.17
TrundleTrundle,45.78%,12.17
TrundleTrundle,40.63%,12.17
TryndamereTryndamere,79.17%,12.17
TryndamereTryndamere,52.27%,12.17
Twisted FateTwisted Fate,52.67%,12.17
TwitchTwitch,55.60%,12.17
UdyrUdyr,52.31%,12.17
UdyrUdyr,48.61%,12.17
UrgotUrgot,65.63%,12.17
VarusVarus,51.14%,12.17
VarusVarus,49.40%,12.17
VayneVayne,50.00%,12.17
VayneVayne,47.41%,12.17
VeigarVeigar,60.87%,12.17
VeigarVeigar,45.16%,12.17
Vel'KozVel'Koz,0.00%,12.17
VexVex,59.54%,12.17
ViVi,48.83%,12.17
ViegoViego,54.14%,12.17
ViktorViktor,55.67%,12.17
VladimirVladimir,60.00%,12.17
VladimirVladimir,32.14%,12.17
VolibearVolibear,57.14%,12.17
VolibearVolibear,56.00%,12.17
WarwickWarwick,52.63%,12.17
WarwickWarwick,50.00%,12.17
WukongWukong,55.38%,12.17
WukongWukong,48.91%,12.17
XayahXayah,57.14%,12.17
XerathXerath,49.09%,12.17
XerathXerath,47.73%,12.17
Xin ZhaoXin Zhao,60.47%,12.17
YasuoYasuo,47.17%,12.17
YasuoYasuo,50.00%,12.17
YasuoYasuo,53.16%,12.17
YoneYone,54.10%,12.17
YoneYone,55.08%,12.17
YorickYorick,50.00%,12.17
YuumiYuumi,50.79%,12.17
ZacZac,57.14%,12.17
ZacZac,50.00%,12.17
ZedZed,49.41%,12.17
ZedZed,45.13%,12.17
ZeriZeri,52.05%,12.17
ZiggsZiggs,57.14%,12.17
ZiggsZiggs,38.46%,12.17
ZileanZilean,49.50%,12.17
ZileanZilean,43.24%,12.17
ZoeZoe,46.15%,12.17
ZyraZyra,50.00%,12.17
AatroxAatrox,50.87%,12.16
AhriAhri,52.32%,12.16
AkaliAkali,45.80%,12.16
AkaliAkali,50.00%,12.16
AkshanAkshan,38.18%,12.16
AkshanAkshan,26.67%,12.16
AlistarAlistar,50.00%,12.16
AmumuAmumu,52.59%,12.16
AniviaAnivia,52.94%,12.16
AnnieAnnie,51.16%,12.16
ApheliosAphelios,54.07%,12.16
AsheAshe,63.10%,12.16
AsheAshe,53.57%,12.16
Aurelion SolAurelion Sol,0.00%,12.16
AzirAzir,56.13%,12.16
BardBard,54.78%,12.16
Bel'VethBel'Veth,45.11%,12.16
BlitzcrankBlitzcrank,44.22%,12.16
BrandBrand,30.00%,12.16
BraumBraum,44.00%,12.16
CaitlynCaitlyn,50.00%,12.16
CamilleCamille,53.96%,12.16
CassiopeiaCassiopeia,38.24%,12.16
Cho'GathCho'Gath,54.17%,12.16
CorkiCorki,41.03%,12.16
DariusDarius,54.38%,12.16
DianaDiana,42.71%,12.16
Dr. MundoDr. Mundo,53.85%,12.16
DravenDraven,55.24%,12.16
EkkoEkko,52.69%,12.16
EkkoEkko,47.06%,12.16
EliseElise,50.88%,12.16
EvelynnEvelynn,45.45%,12.16
EzrealEzreal,50.35%,12.16
FiddlesticksFiddlesticks,47.67%,12.16
FioraFiora,52.57%,12.16
FizzFizz,0.00%,12.16
GalioGalio,65.63%,12.16
GangplankGangplank,57.01%,12.16
GarenGaren,47.92%,12.16
GnarGnar,52.53%,12.16
GragasGragas,56.63%,12.16
GravesGraves,50.67%,12.16
GwenGwen,47.06%,12.16
HecarimHecarim,45.92%,12.16
HeimerdingerHeimerdinger,60.00%,12.16
HeimerdingerHeimerdinger,45.45%,12.16
IllaoiIllaoi,50.00%,12.16
IreliaIrelia,53.15%,12.16
IreliaIrelia,53.15%,12.16
IvernIvern,0.00%,12.16
JannaJanna,51.97%,12.16
Jarvan IVJarvan IV,54.29%,12.16
JaxJax,50.77%,12.16
JayceJayce,57.14%,12.16
JhinJhin,55.00%,12.16
JinxJinx,57.55%,12.16
Kai'SaKai'Sa,43.68%,12.16
KalistaKalista,51.50%,12.16
KarmaKarma,57.21%,12.16
KarthusKarthus,59.84%,12.16
KarthusKarthus,63.41%,12.16
KarthusKarthus,56.52%,12.16
KassadinKassadin,47.06%,12.16
KatarinaKatarina,53.69%,12.16
KayleKayle,51.85%,12.16
KaynKayn,49.00%,12.16
KennenKennen,52.63%,12.16
Kha'ZixKha'Zix,50.00%,12.16
KindredKindred,54.14%,12.16
KledKled,60.40%,12.16
Kog'MawKog'Maw,61.67%,12.16
LeBlancLeBlanc,41.18%,12.16
Lee SinLee Sin,48.95%,12.16
LeonaLeona,55.12%,12.16
LilliaLillia,58.46%,12.16
LissandraLissandra,50.00%,12.16
LucianLucian,50.19%,12.16
LuluLulu,50.68%,12.16
LuxLux,43.40%,12.16
LuxLux,45.00%,12.16
MalphiteMalphite,49.25%,12.16
MalzaharMalzahar,57.78%,12.16
MaokaiMaokai,52.17%,12.16
MaokaiMaokai,48.00%,12.16
Master YiMaster Yi,49.48%,12.16
Miss FortuneMiss Fortune,48.83%,12.16
Miss FortuneMiss Fortune,45.54%,12.16
MordekaiserMordekaiser,51.35%,12.16
MorganaMorgana,60.64%,12.16
MorganaMorgana,53.85%,12.16
NamiNami,54.81%,12.16
NasusNasus,60.00%,12.16
NasusNasus,38.89%,12.16
NautilusNautilus,43.69%,12.16
NeekoNeeko,0.00%,12.16
NidaleeNidalee,50.53%,12.16
NilahNilah,53.70%,12.16
NocturneNocturne,39.53%,12.16
NunuNunu,54.55%,12.16
OlafOlaf,59.78%,12.16
OriannaOrianna,53.66%,12.16
OrnnOrnn,34.33%,12.16
PantheonPantheon,52.00%,12.16
PantheonPantheon,51.06%,12.16
PantheonPantheon,40.00%,12.16
PoppyPoppy,57.65%,12.16
PoppyPoppy,40.00%,12.16
PykePyke,53.89%,12.16
QiyanaQiyana,50.00%,12.16
QiyanaQiyana,53.76%,12.16
QuinnQuinn,0.00%,12.16
RakanRakan,51.75%,12.16
RammusRammus,59.52%,12.16
Rek'SaiRek'Sai,58.97%,12.16
RellRell,65.00%,12.16
Renata GlascRenata Glasc,46.67%,12.16
RenektonRenekton,53.21%,12.16
RenektonRenekton,53.33%,12.16
RengarRengar,42.55%,12.16
RengarRengar,25.00%,12.16
RivenRiven,53.37%,12.16
RumbleRumble,66.67%,12.16
RumbleRumble,52.38%,12.16
RyzeRyze,34.15%,12.16
SamiraSamira,50.98%,12.16
SejuaniSejuani,65.17%,12.16
SejuaniSejuani,49.11%,12.16
SennaSenna,54.55%,12.16
SeraphineSeraphine,48.39%,12.16
SeraphineSeraphine,51.79%,12.16
SettSett,44.23%,12.16
ShacoShaco,43.75%,12.16
ShenShen,61.63%,12.16
ShyvanaShyvana,48.72%,12.16
ShyvanaShyvana,48.39%,12.16
SingedSinged,36.11%,12.16
SionSion,51.35%,12.16
SivirSivir,54.39%,12.16
SkarnerSkarner,63.64%,12.16
SonaSona,53.13%,12.16
SorakaSoraka,57.73%,12.16
SwainSwain,59.46%,12.16
SwainSwain,40.43%,12.16
SylasSylas,53.30%,12.16
SyndraSyndra,52.08%,12.16
Tahm KenchTahm Kench,54.17%,12.16
TaliyahTaliyah,62.14%,12.16
TaliyahTaliyah,52.07%,12.16
TalonTalon,60.87%,12.16
TalonTalon,56.99%,12.16
TaricTaric,54.12%,12.16
TeemoTeemo,54.76%,12.16
ThreshThresh,49.04%,12.16
TristanaTristana,60.47%,12.16
TristanaTristana,50.00%,12.16
TrundleTrundle,50.88%,12.16
TrundleTrundle,44.83%,12.16
TryndamereTryndamere,45.59%,12.16
Twisted FateTwisted Fate,51.28%,12.16
TwitchTwitch,55.03%,12.16
UdyrUdyr,49.08%,12.16
UdyrUdyr,54.31%,12.16
UrgotUrgot,0.00%,12.16
VarusVarus,54.29%,12.16
VayneVayne,63.89%,12.16
VayneVayne,47.58%,12.16
VeigarVeigar,51.02%,12.16
Vel'KozVel'Koz,0.00%,12.16
VexVex,54.17%,12.16
ViVi,57.52%,12.16
ViegoViego,50.79%,12.16
ViktorViktor,48.41%,12.16
VladimirVladimir,46.85%,12.16
VladimirVladimir,45.45%,12.16
VolibearVolibear,38.46%,12.16
WarwickWarwick,56.52%,12.16
WarwickWarwick,48.48%,12.16
WukongWukong,51.66%,12.16
WukongWukong,65.63%,12.16
XayahXayah,50.00%,12.16
XerathXerath,46.88%,12.16
XerathXerath,50.00%,12.16
Xin ZhaoXin Zhao,58.82%,12.16
YasuoYasuo,45.16%,12.16
YasuoYasuo,50.51%,12.16
YasuoYasuo,34.91%,12.16
YoneYone,50.00%,12.16
YoneYone,50.00%,12.16
YorickYorick,35.00%,12.16
YuumiYuumi,50.80%,12.16
ZacZac,53.52%,12.16
ZedZed,51.67%,12.16
ZedZed,52.78%,12.16
ZeriZeri,46.45%,12.16
ZiggsZiggs,0.00%,12.16
ZileanZilean,65.22%,12.16
ZileanZilean,49.23%,12.16
ZoeZoe,54.87%,12.16
ZoeZoe,57.69%,12.16
ZyraZyra,54.05%,12.16
AatroxAatrox,53.75%,12.15
AhriAhri,48.55%,12.15
AkaliAkali,51.61%,12.15
AkaliAkali,44.29%,12.15
AkshanAkshan,56.86%,12.15
AkshanAkshan,57.69%,12.15
AlistarAlistar,52.21%,12.15
AmumuAmumu,51.19%,12.15
AmumuAmumu,46.43%,12.15
AniviaAnivia,60.00%,12.15
AnnieAnnie,53.57%,12.15
ApheliosAphelios,49.03%,12.15
AsheAshe,50.92%,12.15
AsheAshe,46.39%,12.15
Aurelion SolAurelion Sol,0.00%,12.15
AzirAzir,53.52%,12.15
BardBard,47.83%,12.15
Bel'VethBel'Veth,49.39%,12.15
BlitzcrankBlitzcrank,51.15%,12.15
BrandBrand,46.15%,12.15
BraumBraum,53.62%,12.15
CaitlynCaitlyn,48.44%,12.15
CamilleCamille,48.99%,12.15
CassiopeiaCassiopeia,47.73%,12.15
Cho'GathCho'Gath,44.44%,12.15
Cho'GathCho'Gath,35.29%,12.15
CorkiCorki,59.09%,12.15
DariusDarius,54.36%,12.15
DianaDiana,50.00%,12.15
Dr. MundoDr. Mundo,54.55%,12.15
DravenDraven,54.85%,12.15
EkkoEkko,54.05%,12.15
EkkoEkko,44.04%,12.15
EliseElise,54.22%,12.15
EvelynnEvelynn,56.36%,12.15
EzrealEzreal,55.13%,12.15
FiddlesticksFiddlesticks,45.56%,12.15
FioraFiora,50.41%,12.15
FizzFizz,45.83%,12.15
GalioGalio,58.33%,12.15
GangplankGangplank,52.61%,12.15
GangplankGangplank,45.16%,12.15
GarenGaren,47.66%,12.15
GnarGnar,49.54%,12.15
GragasGragas,51.53%,12.15
GragasGragas,36.00%,12.15
GravesGraves,51.31%,12.15
GwenGwen,47.83%,12.15
HecarimHecarim,57.95%,12.15
HeimerdingerHeimerdinger,64.86%,12.15
HeimerdingerHeimerdinger,60.00%,12.15
HeimerdingerHeimerdinger,50.00%,12.15
HeimerdingerHeimerdinger,45.45%,12.15
IllaoiIllaoi,47.95%,12.15
IreliaIrelia,42.37%,12.15
IreliaIrelia,43.90%,12.15
IvernIvern,0.00%,12.15
JannaJanna,54.50%,12.15
Jarvan IVJarvan IV,58.16%,12.15
JaxJax,53.51%,12.15
JayceJayce,50.67%,12.15
JhinJhin,51.00%,12.15
JinxJinx,54.15%,12.15
Kai'SaKai'Sa,53.64%,12.15
KalistaKalista,51.60%,12.15
KarmaKarma,54.98%,12.15
KarmaKarma,52.00%,12.15
KarthusKarthus,48.89%,12.15
KarthusKarthus,48.00%,12.15
KarthusKarthus,42.76%,12.15
KassadinKassadin,53.04%,12.15
KatarinaKatarina,54.73%,12.15
KayleKayle,45.74%,12.15
KaynKayn,52.67%,12.15
KennenKennen,56.32%,12.15
Kha'ZixKha'Zix,46.63%,12.15
KindredKindred,63.57%,12.15
KledKled,51.09%,12.15
KledKled,52.00%,12.15
Kog'MawKog'Maw,54.46%,12.15
LeBlancLeBlanc,47.62%,12.15
Lee SinLee Sin,47.87%,12.15
LeonaLeona,54.17%,12.15
LilliaLillia,50.44%,12.15
LilliaLillia,50.00%,12.15
LissandraLissandra,52.43%,12.15
LucianLucian,55.85%,12.15
LuluLulu,50.57%,12.15
LuxLux,58.21%,12.15
LuxLux,42.71%,12.15
MalphiteMalphite,61.67%,12.15
MalzaharMalzahar,52.63%,12.15
MaokaiMaokai,0.00%,12.15
Master YiMaster Yi,56.88%,12.15
Miss FortuneMiss Fortune,49.77%,12.15
MordekaiserMordekaiser,46.36%,12.15
MorganaMorgana,49.44%,12.15
MorganaMorgana,55.00%,12.15
NamiNami,51.94%,12.15
NasusNasus,53.85%,12.15
NasusNasus,42.86%,12.15
NautilusNautilus,48.41%,12.15
NeekoNeeko,0.00%,12.15
NidaleeNidalee,49.74%,12.15
NilahNilah,48.48%,12.15
NocturneNocturne,54.17%,12.15
NunuNunu,58.73%,12.15
OlafOlaf,61.54%,12.15
OlafOlaf,55.88%,12.15
OriannaOrianna,47.76%,12.15
OrnnOrnn,43.66%,12.15
PantheonPantheon,54.11%,12.15
PantheonPantheon,63.64%,12.15
PantheonPantheon,40.00%,12.15
PantheonPantheon,38.71%,12.15
PoppyPoppy,50.26%,12.15
PoppyPoppy,50.00%,12.15
PykePyke,49.23%,12.15
QiyanaQiyana,45.07%,12.15
QiyanaQiyana,53.06%,12.15
QuinnQuinn,55.00%,12.15
RakanRakan,52.08%,12.15
RammusRammus,49.09%,12.15
Rek'SaiRek'Sai,55.78%,12.15
RellRell,45.45%,12.15
Renata GlascRenata Glasc,51.66%,12.15
RenektonRenekton,53.11%,12.15
RenektonRenekton,52.73%,12.15
RengarRengar,46.46%,12.15
RivenRiven,52.38%,12.15
RumbleRumble,53.33%,12.15
RumbleRumble,48.39%,12.15
RyzeRyze,46.15%,12.15
SamiraSamira,55.52%,12.15
SejuaniSejuani,53.79%,12.15
SejuaniSejuani,53.73%,12.15
SennaSenna,55.38%,12.15
SeraphineSeraphine,55.93%,12.15
SeraphineSeraphine,53.33%,12.15
SeraphineSeraphine,37.04%,12.15
SettSett,46.05%,12.15
SettSett,35.00%,12.15
ShacoShaco,46.76%,12.15
ShacoShaco,38.46%,12.15
ShenShen,51.69%,12.15
ShyvanaShyvana,52.87%,12.15
ShyvanaShyvana,57.89%,12.15
SingedSinged,52.29%,12.15
SionSion,37.66%,12.15
SivirSivir,51.25%,12.15
SkarnerSkarner,49.44%,12.15
SonaSona,46.62%,12.15
SorakaSoraka,47.75%,12.15
SwainSwain,71.43%,12.15
SwainSwain,54.22%,12.15
SwainSwain,55.88%,12.15
SylasSylas,50.42%,12.15
SyndraSyndra,46.48%,12.15
Tahm KenchTahm Kench,52.94%,12.15
Tahm KenchTahm Kench,46.88%,12.15
TaliyahTaliyah,53.99%,12.15
TaliyahTaliyah,54.55%,12.15
TalonTalon,49.50%,12.15
TalonTalon,44.32%,12.15
TaricTaric,60.19%,12.15
TeemoTeemo,46.74%,12.15
ThreshThresh,51.33%,12.15
TristanaTristana,58.33%,12.15
TristanaTristana,50.37%,12.15
TrundleTrundle,50.37%,12.15
TrundleTrundle,55.00%,12.15
TryndamereTryndamere,63.72%,12.15
Twisted FateTwisted Fate,56.10%,12.15
TwitchTwitch,55.07%,12.15
UdyrUdyr,27.78%,12.15
UrgotUrgot,59.26%,12.15
VarusVarus,52.07%,12.15
VarusVarus,48.15%,12.15
VayneVayne,50.00%,12.15
VayneVayne,44.10%,12.15
VeigarVeigar,53.57%,12.15
VeigarVeigar,44.44%,12.15
Vel'KozVel'Koz,0.00%,12.15
VexVex,57.58%,12.15
ViVi,51.19%,12.15
ViegoViego,48.87%,12.15
ViktorViktor,53.81%,12.15
VladimirVladimir,51.85%,12.15
VladimirVladimir,55.26%,12.15
VolibearVolibear,62.50%,12.15
VolibearVolibear,30.00%,12.15
WarwickWarwick,40.00%,12.15
